epoch time D_loss G_loss mmd2 that pdf real_pdf
34 1056.4962480068207 0.543873 4.01124 0.00172149 17.2149 NA NA
35 1086.5478873252869 0.324791 5.32409 0.00172929 17.2929 NA NA
36 1115.5844988822937 0.271964 4.36598 0.00172401 17.2401 NA NA
37 1145.3792016506195 0.820812 1.96048 0.00172501 17.2501 NA NA
38 1174.1044754981995 0.423727 3.61806 0.00170917 17.0917 NA NA
39 1203.9816119670868 0.294008 7.95944 0.00171344 17.1344 NA NA
40 1234.0119473934174 0.47631 4.04553 0.00170615 17.0615 NA NA
41 1264.954027891159 0.326495 5.7863 0.00170942 17.0942 NA NA
42 1294.8718314170837 0.396983 4.26806 0.00171168 17.1168 NA NA
43 1324.9816765785217 0.440257 4.92981 0.00171168 17.1168 NA NA
44 1354.9602580070496 0.773883 2.72285 0.00172426 17.2426 NA NA
45 1384.694489955902 0.540248 5.38234 0.00172527 17.2527 NA NA
46 1414.0369267463684 0.388919 4.44799 0.00171294 17.1294 NA NA
47 1444.0464239120483 0.410073 4.99637 0.00170388 17.0388 NA NA
48 1474.4728436470032 0.463489 3.68974 0.00172501 17.2501 NA NA
49 1504.77219414711 0.352702 4.47652 0.00171822 17.1822 NA NA
50 1534.4258177280426 0.270793 5.6053 0.00170564 17.0564 NA NA
51 1566.0354616641998 0.275153 5.08645 0.00170237 17.0237 NA NA
52 1595.8398773670197 0.162151 6.83354 0.00172275 17.2275 NA NA
53 1625.4468159675598 0.384456 6.9253 0.00173432 17.3432 NA NA
54 1655.9682726860046 0.271054 8.81613 0.00172879 17.2879 NA NA
55 1686.1537675857544 0.235638 7.30827 0.00173357 17.3357 NA NA
56 1716.9453434944153 0.274241 5.84002 0.00172803 17.2803 NA NA
57 1747.1001110076904 0.222339 5.20751 0.00170539 17.0539 NA NA
58 1776.9918422698975 0.490036 4.47022 0.00171671 17.1671 NA NA
59 1807.0247297286987 0.276338 5.96206 0.00171722 17.1722 NA NA
60 1837.468668937683 0.407732 6.28787 0.00172426 17.2426 NA NA
61 1868.5572407245636 0.200407 7.21927 0.00169533 16.9533 NA NA
62 1897.947063446045 0.271694 6.07048 0.00169684 16.9684 NA NA
63 1927.6845545768738 0.309539 6.25919 0.00172778 17.2778 NA NA
64 1957.698400259018 0.371999 4.22423 0.00172904 17.2904 NA NA
65 1987.8422918319702 0.291278 5.5436 0.00170036 17.0036 NA NA
66 2018.0664584636688 0.435298 5.50408 0.0017303 17.303 NA NA
67 2048.844316005707 0.280092 4.33912 0.00171696 17.1696 NA NA
68 2078.9593591690063 0.151367 8.71426 0.00171696 17.1696 NA NA
69 2108.265546798706 0.281536 7.70644 0.00169835 16.9835 NA NA
70 2138.2511961460114 0.451522 3.76842 0.0017069 17.069 NA NA
71 2169.2415359020233 0.409595 3.78825 0.0016903 16.903 NA NA
72 2199.2193553447723 0.274511 5.18217 0.0017059 17.059 NA NA
73 2229.1544048786163 0.365136 3.55276 0.00169709 16.9709 NA NA
74 2259.4061291217804 0.338136 8.38888 0.00174011 17.4011 NA NA
75 2289.601969718933 0.285744 3.86643 0.00170514 17.0514 NA NA
76 2319.740966796875 0.264696 7.69896 0.00171344 17.1344 NA NA
77 2349.7527375221252 0.295423 5.39393 0.00172678 17.2678 NA NA
78 2379.997225999832 0.215857 8.06774 0.00169533 16.9533 NA NA
79 2410.214645385742 0.389531 4.17879 0.00171948 17.1948 NA NA
80 2440.460406780243 0.325795 4.3491 0.00170338 17.0338 NA NA
81 2472.2980999946594 0.214404 7.09624 0.00171747 17.1747 NA NA
82 2502.4380350112915 0.419249 3.61259 0.00172904 17.2904 NA NA
83 2533.025636434555 0.350865 5.30183 0.00169558 16.9558 NA NA
84 2563.358758687973 0.499812 3.57168 0.00174162 17.4162 NA NA
85 2593.255494117737 0.338253 3.72098 0.0017225 17.225 NA NA
86 2623.5873544216156 0.203528 6.99109 0.00173281 17.3281 NA NA
87 2653.2741301059723 0.273829 6.36394 0.00172929 17.2929 NA NA
88 2683.6501820087433 0.308914 4.72113 0.00171973 17.1973 NA NA
89 2713.409547805786 0.273739 6.32084 0.00170841 17.0841 NA NA
90 2743.1497099399567 0.253077 7.13994 0.00172879 17.2879 NA NA
91 2774.5058157444 0.253678 6.21805 0.00170439 17.0439 NA NA
92 2805.2880759239197 0.235344 6.08385 0.00171193 17.1193 NA NA
93 2835.2109763622284 0.275606 4.74952 0.00169885 16.9885 NA NA
94 2865.370808362961 0.277148 4.45485 0.00169935 16.9935 NA NA
95 2895.241852760315 0.212944 5.58853 0.00172074 17.2074 NA NA
96 2925.251470565796 0.404563 6.22949 0.00171772 17.1772 NA NA
97 2955.020337343216 0.158549 13.3011 0.00171646 17.1646 NA NA
98 2984.9623758792877 0.204759 5.52305 0.00170514 17.0514 NA NA
99 3015.444718360901 0.166153 6.76253 0.00170539 17.0539 NA NA
100 3045.9926414489746 0.295887 6.60129 0.00171294 17.1294 NA NA
101 3077.151970386505 0.262169 5.57616 0.00169583 16.9583 NA NA
102 3107.4976620674133 0.304664 4.28823 0.00170489 17.0489 NA NA
103 3138.2453801631927 0.213292 5.78494 0.00173105 17.3105 NA NA
104 3168.6345114707947 0.201381 7.27143 0.0017152 17.152 NA NA
105 3199.4382491111755 0.263405 8.02802 0.00173256 17.3256 NA NA
106 3229.93376493454 0.155195 8.79001 0.00170917 17.0917 NA NA
107 3260.2844314575195 0.242412 7.16412 0.00171269 17.1269 NA NA
108 3290.959928035736 0.179498 6.53574 0.00169382 16.9382 NA NA
109 3321.841415166855 0.193048 6.2909 0.00173634 17.3634 NA NA
110 3352.535095691681 0.179843 6.92151 0.00173432 17.3432 NA NA
111 3384.7842767238617 0.216822 7.11488 0.00172753 17.2753 NA NA
112 3415.3823227882385 0.247527 6.54385 0.0017064 17.064 NA NA
113 3445.8422548770905 0.10947 8.13423 0.00172325 17.2325 NA NA
114 3476.795077085495 0.412549 4.53035 0.00169181 16.9181 NA NA
115 3507.2421877384186 0.177177 7.79054 0.00172124 17.2124 NA NA
116 3537.6834814548492 0.254071 6.93278 0.0017308 17.308 NA NA
117 3568.2025055885315 0.232942 6.1275 0.00172124 17.2124 NA NA
118 3599.115842103958 0.150478 9.23482 0.00169483 16.9483 NA NA
119 3629.357364654541 0.22029 9.96324 0.00171822 17.1822 NA NA
120 3660.0987718105316 0.846212 3.94551 0.00172854 17.2854 NA NA
121 3691.237867832184 0.518874 3.41605 0.00172225 17.2225 NA NA
122 3721.585399866104 0.355587 5.28579 0.00170715 17.0715 NA NA
123 3751.914853334427 0.164209 6.78824 0.00171344 17.1344 NA NA
124 3782.8290107250214 0.357774 5.39443 0.00170816 17.0816 NA NA
125 3814.732721567154 0.182797 6.48662 0.00169483 16.9483 NA NA
126 3846.003034353256 0.208152 6.0664 0.0017391 17.391 NA NA
127 3877.120891571045 0.246189 6.2321 0.00169835 16.9835 NA NA
128 3908.423702955246 0.279809 4.42798 0.00170187 17.0187 NA NA
129 3939.1048493385315 0.192581 4.65172 0.00171143 17.1143 NA NA
130 3970.1953160762787 0.231636 5.96796 0.00171118 17.1118 NA NA
131 4002.349931001663 0.243737 5.42559 0.00169583 16.9583 NA NA
132 4034.335063934326 0.145216 5.70354 0.00172753 17.2753 NA NA
133 4065.737461090088 0.140478 7.02956 0.00171873 17.1873 NA NA
134 4097.194648265839 0.306727 7.23689 0.00172074 17.2074 NA NA
135 4128.088950872421 0.284392 4.06121 0.00170162 17.0162 NA NA
136 4159.2773904800415 0.12172 6.1133 0.00172351 17.2351 NA NA
137 4190.480359554291 0.205817 6.23063 0.00172476 17.2476 NA NA
138 4221.264584064484 0.181009 5.59259 0.00172703 17.2703 NA NA
139 4252.970695257187 0.220987 4.46565 0.00172275 17.2275 NA NA
140 4284.542734384537 0.175223 5.97051 0.00170816 17.0816 NA NA
141 4316.233674526215 0.0926405 7.08285 0.00169961 16.9961 NA NA
142 4347.491681098938 0.167598 7.69276 0.00172552 17.2552 NA NA
143 4378.747298240662 0.193656 7.16313 0.00172451 17.2451 NA NA
144 4409.572579860687 0.264787 6.50916 0.00171118 17.1118 NA NA
145 4440.757963418961 0.247116 6.7934 0.00173659 17.3659 NA NA
146 4471.8268275260925 0.285704 6.55926 0.00170288 17.0288 NA NA
147 4502.913005113602 0.21418 4.93009 0.00170791 17.0791 NA NA
148 4533.9974575042725 0.160865 8.42116 0.00173483 17.3483 NA NA
149 4565.40744805336 0.266725 5.32652 0.0017142 17.142 NA NA
150 4596.982877969742 0.123647 6.18515 0.00173306 17.3306 NA NA
151 4629.571802139282 0.170994 6.70745 0.00170791 17.0791 NA NA
152 4660.451513767242 0.203429 7.93742 0.00171244 17.1244 NA NA
153 4691.5960376262665 0.206764 5.24282 0.0017147 17.147 NA NA
154 4723.100146055222 0.198908 5.04785 0.00168602 16.8602 NA NA
155 4754.913231372833 0.167224 8.78007 0.00171269 17.1269 NA NA
156 4785.809784412384 0.190302 7.45655 0.00172678 17.2678 NA NA
157 4817.071857213974 0.139285 7.41291 0.00174036 17.4036 NA NA
158 4849.303129911423 0.28975 6.04346 0.00171797 17.1797 NA NA
159 4880.6784954071045 0.174573 8.61347 0.00171017 17.1017 NA NA
160 4912.637399673462 0.143765 9.13906 0.00171545 17.1546 NA NA
161 4945.509804964066 0.129856 8.9024 0.00172678 17.2678 NA NA
162 4977.479698896408 0.193768 6.65666 0.00171143 17.1143 NA NA
163 5010.227640867233 0.129938 6.89989 0.00170816 17.0816 NA NA
164 5041.678558111191 0.185429 6.51926 0.00171747 17.1747 NA NA
165 5074.223398447037 0.223138 7.4477 0.00174212 17.4212 NA NA
166 5106.423669099808 0.29764 5.64113 0.00173206 17.3206 NA NA
167 5138.286250829697 0.207553 8.39305 0.00171772 17.1772 NA NA
168 5170.5078382492065 0.253001 5.37651 0.00171596 17.1596 NA NA
169 5202.1741716861725 0.151254 6.53456 0.00171168 17.1168 NA NA
170 5234.119432687759 0.210068 8.03026 0.00172678 17.2678 NA NA
171 5266.635084867477 1.21497 5.73715 0.00171722 17.1722 NA NA
172 5299.556047916412 0.166138 6.97433 0.00174715 17.4715 NA NA
173 5331.788161754608 0.150784 9.29696 0.00172351 17.2351 NA NA
174 5364.693288564682 0.214975 5.16021 0.00171369 17.1369 NA NA
175 5396.929246664047 0.155963 7.27597 0.00172049 17.2049 NA NA
176 5428.889148950577 0.241807 5.76909 0.00173558 17.3558 NA NA
177 5461.291779756546 0.186092 7.25839 0.00172602 17.2602 NA NA
178 5494.18618106842 0.190896 7.00886 0.00173156 17.3156 NA NA
179 5526.732940196991 0.344476 4.93843 0.00173256 17.3256 NA NA
180 5559.5132801532745 0.183368 6.08892 0.00172426 17.2426 NA NA
181 5592.606987476349 0.188016 8.32625 0.00172074 17.2074 NA NA
182 5624.724951982498 0.180697 8.37956 0.00173986 17.3986 NA NA
183 5656.497771978378 0.346465 7.05163 0.0017074 17.074 NA NA
184 5688.335251092911 0.215117 5.42219 0.00170891 17.0891 NA NA
185 5719.578063249588 0.216698 6.98249 0.00171269 17.1269 NA NA
186 5751.077792882919 0.134314 8.94666 0.00170514 17.0514 NA NA
187 5782.509730815887 0.223509 8.80169 0.00169457 16.9457 NA NA
188 5813.945860862732 0.200339 8.00815 0.00172099 17.2099 NA NA
189 5845.080372095108 0.138453 5.96349 0.00174766 17.4766 NA NA
190 5876.372272729874 0.31117 7.43443 0.00170363 17.0363 NA NA
191 5907.903084039688 0.234611 5.60934 0.00171042 17.1042 NA NA
192 5939.172966241837 0.188333 6.64842 0.00172954 17.2954 NA NA
193 5970.818422794342 0.236954 5.96651 0.00173935 17.3935 NA NA
194 6001.60665345192 0.176187 6.75337 0.00169005 16.9005 NA NA
195 6032.938975811005 0.221904 6.25613 0.00172828 17.2829 NA NA
196 6064.037121295929 0.266782 4.60727 0.00171118 17.1118 NA NA
197 6095.280453205109 0.150693 7.46042 0.00172703 17.2703 NA NA
198 6127.3787088394165 0.204937 6.29758 0.00171671 17.1671 NA NA
199 6159.627232789993 0.239051 4.97616 0.00169885 16.9885 NA NA
200 6192.031383275986 0.203098 6.07303 0.00170866 17.0866 NA NA
201 6225.398540019989 0.285046 7.67659 0.00173533 17.3533 NA NA
202 6259.064719438553 0.189085 7.62167 0.00173306 17.3306 NA NA
203 6291.042585134506 0.232427 7.36571 0.00170665 17.0665 NA NA
204 6323.981643676758 0.15684 9.06342 0.00172023 17.2023 NA NA
205 6357.0051374435425 0.308952 7.03093 0.00170564 17.0564 NA NA
206 6389.669368028641 0.191953 7.11042 0.001723 17.23 NA NA
207 6422.268954992294 0.431166 5.83271 0.00172627 17.2627 NA NA
208 6454.466437578201 0.197682 7.23769 0.00170212 17.0212 NA NA
209 6487.471679449081 0.206709 6.81933 0.00169206 16.9206 NA NA
210 6519.339076757431 0.448236 6.36389 0.00169432 16.9432 NA NA
211 6553.724525928497 0.237696 6.31462 0.001723 17.23 NA NA
212 6586.020928144455 0.225246 7.37826 0.00172351 17.2351 NA NA
213 6618.853928089142 0.533228 3.64537 0.0017064 17.064 NA NA
214 6651.500714540482 0.38932 4.95515 0.001723 17.23 NA NA
215 6684.220405817032 0.190158 5.83881 0.0017308 17.308 NA NA
216 6716.705426692963 0.276958 5.61321 0.00171545 17.1546 NA NA
217 6748.513154506683 0.254178 6.04533 0.00170967 17.0967 NA NA
218 6780.421566724777 0.686134 4.17717 0.00172678 17.2678 NA NA
219 6812.338909864426 0.290126 5.18547 0.00170439 17.0439 NA NA
220 6844.60743355751 0.2388 7.39997 0.00171898 17.1898 NA NA
221 6879.044259786606 0.231042 5.53242 0.00172602 17.2602 NA NA
222 6920.22967839241 0.246947 5.4995 0.00172778 17.2778 NA NA
223 6951.6753697395325 0.236932 7.31166 0.00172527 17.2527 NA NA
224 6989.691395998001 0.193221 7.35192 0.00171344 17.1344 NA NA
225 7020.901925325394 0.265755 5.24778 0.0016908 16.908 NA NA
226 7052.492718696594 0.277612 6.47685 0.00172778 17.2778 NA NA
227 7085.410422086716 0.201753 6.61577 0.00171772 17.1772 NA NA
228 7117.969866037369 0.258006 5.56022 0.0017064 17.064 NA NA
229 7150.445793867111 0.20165 6.19583 0.00171923 17.1923 NA NA
230 7183.411028146744 0.189845 5.66325 0.00169508 16.9508 NA NA
231 7218.296183824539 0.326163 4.81185 0.00170942 17.0942 NA NA
232 7250.798721790314 0.184425 5.81271 0.00171772 17.1772 NA NA
233 7283.506056308746 0.212891 6.27481 0.00174917 17.4917 NA NA
234 7315.503630638123 0.256077 6.53354 0.00173281 17.3281 NA NA
235 7347.880033969879 0.223915 5.75659 0.00171923 17.1923 NA NA
236 7380.074726819992 0.237242 5.29789 0.0017552 17.552 NA NA
237 7412.744919300079 0.144876 6.48054 0.00169734 16.9734 NA NA
238 7446.003591537476 0.23611 4.3113 0.00173005 17.3005 NA NA
239 7478.926383256912 0.159224 6.82877 0.00173306 17.3306 NA NA
240 7512.000010967255 0.159801 6.36808 0.00173332 17.3332 NA NA
241 7546.951864242554 0.188743 5.52864 0.00169533 16.9533 NA NA
242 7580.4004282951355 0.18177 6.85471 0.00172174 17.2174 NA NA
243 7613.106260299683 0.195541 6.94108 0.00170615 17.0615 NA NA
244 7646.103717803955 0.194585 6.8442 0.00167772 16.7772 NA NA
245 7679.832394123077 0.555119 4.53437 0.00171596 17.1596 NA NA
246 7712.651424646378 0.247254 5.60197 0.0017152 17.152 NA NA
247 7745.977747917175 0.158701 7.36727 0.00172577 17.2577 NA NA
248 7778.301922798157 0.202653 7.15134 0.00171621 17.1621 NA NA
249 7811.746766090393 0.358715 4.5478 0.00173432 17.3432 NA NA
250 7844.3307247161865 0.147515 6.98004 0.00171772 17.1772 NA NA
251 7878.678612709045 0.178816 6.20311 0.00171344 17.1344 NA NA
252 7914.5367839336395 0.204496 5.26242 0.00172023 17.2023 NA NA
253 7947.355140447617 0.265379 5.93521 0.00172703 17.2703 NA NA
254 7980.636245965958 0.155918 5.45858 0.00169935 16.9935 NA NA
255 8013.863831758499 0.199422 4.64634 0.00172854 17.2854 NA NA
256 8045.928648233414 0.195432 5.49816 0.00170891 17.0891 NA NA
257 8078.035834789276 0.308871 4.1865 0.00171495 17.1495 NA NA
258 8110.69127869606 0.194296 5.8473 0.00172728 17.2728 NA NA
259 8143.553019285202 0.206945 5.6219 0.00172099 17.2099 NA NA
260 8176.667021751404 0.137232 7.48195 0.00171017 17.1017 NA NA
261 8210.279417276382 0.339177 6.36514 0.00170388 17.0388 NA NA
262 8242.658922195435 0.194459 6.27889 0.00170061 17.0061 NA NA
263 8277.62780213356 0.189383 6.75373 0.0017064 17.064 NA NA
264 8310.50870847702 0.207316 7.12709 0.00170061 17.0061 NA NA
265 8343.394687652588 0.173474 7.60827 0.00171395 17.1395 NA NA
266 8376.470515727997 0.25508 6.55834 0.00169785 16.9785 NA NA
267 8410.126450061798 0.229702 7.08699 0.00171294 17.1294 NA NA
268 8443.938480615616 0.225673 6.59976 0.0017142 17.142 NA NA
269 8477.846938610077 0.168141 8.37531 0.00172275 17.2275 NA NA
270 8511.678639888763 0.216642 7.99288 0.00170061 17.0061 NA NA
271 8545.165632486343 0.230198 7.03322 0.00170715 17.0715 NA NA
272 8579.160678863525 0.218725 7.33988 0.00170514 17.0514 NA NA
273 8613.019674062729 0.184157 9.65126 0.001723 17.23 NA NA
274 8645.957721233368 0.201778 7.32801 0.0016903 16.903 NA NA
275 8680.538220405579 0.260653 6.13461 0.0017308 17.308 NA NA
276 8713.934587955475 0.278952 5.54158 0.0017142 17.142 NA NA
277 8755.348102092743 0.268517 7.0784 0.00170363 17.0363 NA NA
278 8787.232261657715 0.238502 6.02696 0.0016991 16.991 NA NA
279 8820.745715856552 0.196896 7.44291 0.00170036 17.0036 NA NA
280 8853.992642879486 0.179451 6.62178 0.00171772 17.1772 NA NA
281 8888.67478132248 0.204877 6.58783 0.00175596 17.5596 NA NA
282 8922.21672463417 0.230021 4.19531 0.00170791 17.0791 NA NA
283 8955.690230369568 0.159984 5.69345 0.00173659 17.3659 NA NA
284 8989.820531845093 0.313505 6.28226 0.00170288 17.0288 NA NA
285 9023.324625015259 0.215713 5.82788 0.00174112 17.4112 NA NA
286 9057.12526679039 0.212629 5.34602 0.00171772 17.1772 NA NA
287 9090.98257470131 0.237805 6.16862 0.00173986 17.3986 NA NA
288 9125.822799921036 0.167742 7.54817 0.0017152 17.152 NA NA
289 9159.150377988815 0.32736 5.63051 0.0016991 16.991 NA NA
290 9192.42327928543 0.173957 7.53029 0.00171369 17.1369 NA NA
291 9225.402416706085 0.32144 5.42161 0.00170112 17.0112 NA NA
292 9258.56075334549 0.164231 7.9029 0.00170112 17.0112 NA NA
293 9291.515595912933 0.165666 7.55959 0.00174942 17.4942 NA NA
294 9323.348604917526 0.244238 6.65246 0.00171722 17.1722 NA NA
295 9355.880747556686 0.214093 5.96022 0.00170313 17.0313 NA NA
296 9389.330384731293 0.223879 7.25689 0.00171445 17.1445 NA NA
297 9422.690254449844 0.211845 7.1171 0.00170338 17.0338 NA NA
298 9455.576781749725 0.165152 8.454 0.00171143 17.1143 NA NA
299 9488.949881792068 0.19158 5.98889 0.00169835 16.9835 NA NA
300 9523.028948068619 0.198553 6.20214 0.00172124 17.2124 NA NA
301 9557.30459690094 0.238979 5.01038 0.00170061 17.0061 NA NA
302 9591.502917528152 0.202075 6.87092 0.00172854 17.2854 NA NA
303 9624.60598373413 0.216751 6.21193 0.00171017 17.1017 NA NA
304 9658.588740825653 0.365217 5.24606 0.00171244 17.1244 NA NA
305 9691.946434497833 0.158687 6.69628 0.00171218 17.1218 NA NA
306 9725.59579706192 0.252727 6.45932 0.00173835 17.3835 NA NA
307 9759.156644105911 0.206181 6.17955 0.00173382 17.3382 NA NA
308 9792.61978173256 0.178341 6.74909 0.00170212 17.0212 NA NA
309 9826.398626565933 0.169177 7.54674 0.00172602 17.2602 NA NA
310 9859.426823854446 0.20393 6.75501 0.00171495 17.1495 NA NA
311 9894.161417722702 0.267253 7.60412 0.00171722 17.1722 NA NA
312 9927.326888561249 0.233416 7.44016 0.00170841 17.0841 NA NA
313 9962.421273469925 0.248747 6.55934 0.00169583 16.9583 NA NA
314 9995.003950357437 0.564206 3.16477 0.00171319 17.1319 NA NA
315 10028.273761749268 2.78467 1.72714 0.00172099 17.2099 NA NA
316 10061.526432991028 0.195094 6.37192 0.00172099 17.2099 NA NA
317 10094.187232732773 0.203054 5.18181 0.00174112 17.4112 NA NA
318 10126.547765493393 0.374857 3.73651 0.00171395 17.1395 NA NA
319 10158.586907625198 0.220275 6.05096 0.0017142 17.142 NA NA
320 10192.273487091064 0.272411 4.54367 0.00172652 17.2652 NA NA
321 10227.507511138916 0.259987 6.68137 0.00173357 17.3357 NA NA
322 10260.48367190361 0.164255 6.78142 0.00170187 17.0187 NA NA
323 10294.18191409111 0.754079 4.84668 0.00170212 17.0212 NA NA
324 10328.317348003387 0.348263 4.92558 0.00171621 17.1621 NA NA
325 10361.744605064392 0.320476 4.99022 0.00171269 17.1269 NA NA
326 10395.678756713867 0.193497 6.51374 0.00171319 17.1319 NA NA
327 10430.841176271439 0.178729 6.83336 0.00170564 17.0564 NA NA
328 10464.723981380463 0.270401 5.45061 0.00171244 17.1244 NA NA
329 10499.41570854187 0.261248 5.19518 0.00171218 17.1218 NA NA
330 10534.424785375595 0.170315 7.01728 0.00173005 17.3005 NA NA
331 10569.558772563934 0.290359 7.43642 0.00171068 17.1068 NA NA
332 10604.951061487198 0.299605 5.48286 0.00170112 17.0112 NA NA
333 10639.184421300888 0.263397 7.36941 0.00172652 17.2652 NA NA
334 10673.546712875366 0.1966 5.90923 0.001722 17.22 NA NA
335 10706.743253231049 0.207799 6.95079 0.00171873 17.1873 NA NA
336 10740.357980966568 0.210039 7.39295 0.00173533 17.3533 NA NA
337 10774.881923675537 0.273186 4.35069 0.00170363 17.0363 NA NA
338 10807.776698827744 0.343434 5.14552 0.00172678 17.2678 NA NA
339 10840.87783408165 0.204337 6.40051 0.00172376 17.2376 NA NA
340 10874.561317205429 0.176712 7.1282 0.00172577 17.2577 NA NA
341 10910.171571731567 0.263364 5.0003 0.00168476 16.8476 NA NA
342 10943.871448516846 0.214024 6.2371 0.00171898 17.1898 NA NA
343 10977.448538780212 0.274118 5.34078 0.00170262 17.0262 NA NA
344 11010.733155727386 0.222078 4.71188 0.00170212 17.0212 NA NA
345 11046.09111905098 0.401553 4.48085 0.00172124 17.2124 NA NA
346 11080.879307985306 0.224768 3.83264 0.00172954 17.2954 NA NA
347 11114.750547409058 0.203644 4.75947 0.0017064 17.064 NA NA
348 11149.408819913864 0.205702 5.55613 0.00169935 16.9935 NA NA
349 11184.678716182709 0.155719 6.12018 0.00172275 17.2275 NA NA
350 11220.493885278702 0.324401 4.82497 0.00170187 17.0187 NA NA
351 11257.52043914795 0.210337 5.72513 0.00172879 17.2879 NA NA
352 11292.042821407318 0.178584 5.68893 0.00172904 17.2904 NA NA
353 11327.467262744904 0.355156 4.15522 0.00170665 17.0665 NA NA
354 11366.763355493546 0.188674 5.95616 0.0017152 17.152 NA NA
355 11402.160190582275 0.291037 4.39943 0.00172074 17.2074 NA NA
356 11438.331005573273 0.500178 4.64906 0.001723 17.23 NA NA
357 11472.78273820877 0.249217 5.21374 0.00173306 17.3306 NA NA
358 11515.467834472656 0.325249 6.17468 0.00172401 17.2401 NA NA
359 11549.496778011322 0.260341 5.29221 0.00172225 17.2225 NA NA
360 11584.219430923462 0.171651 8.61693 0.0017059 17.059 NA NA
361 11620.707087278366 0.188822 6.08518 0.00170086 17.0086 NA NA
362 11657.917044639587 0.200369 7.17993 0.00173558 17.3558 NA NA
363 11694.680702447891 0.16964 6.29213 0.00171596 17.1596 NA NA
364 11732.142317295074 0.12682 7.32522 0.00172124 17.2124 NA NA
365 11769.129760980606 0.166613 7.16247 0.00171445 17.1445 NA NA
366 11806.730085611343 0.272865 5.19801 0.00169961 16.9961 NA NA
367 11843.58355474472 0.271615 4.36397 0.00172728 17.2728 NA NA
368 11880.221938848495 0.157358 6.63102 0.00167847 16.7847 NA NA
369 11916.476440429688 0.124329 7.96539 0.00171973 17.1973 NA NA
370 11953.334219455719 0.156301 8.36311 0.00172602 17.2602 NA NA
371 11992.42274928093 0.128268 6.03858 0.00169634 16.9634 NA NA
372 12029.62485074997 0.0878391 10.5266 0.00171747 17.1747 NA NA
373 12066.012442350388 0.282424 5.73671 0.00169608 16.9608 NA NA
374 12101.802414655685 0.166575 7.05702 0.0016981 16.981 NA NA
375 12137.934863328934 0.132134 6.48767 0.00173457 17.3457 NA NA
376 12174.335372209549 0.158761 9.11164 0.00173734 17.3734 NA NA
377 12210.956706762314 0.374499 4.26249 0.00171369 17.1369 NA NA
378 12248.394651651382 0.209217 6.83462 0.00171571 17.1571 NA NA
379 12285.847510099411 0.137796 7.51673 0.00172124 17.2124 NA NA
380 12322.994864463806 0.285663 8.28087 0.00169659 16.9659 NA NA
381 12361.684372901917 0.174296 8.36926 0.00172904 17.2904 NA NA
382 12398.924122571945 0.194737 8.22826 0.00171772 17.1772 NA NA
383 12434.165952682495 0.292616 4.84671 0.00169935 16.9935 NA NA
384 12469.226384878159 0.158611 7.61119 0.0016981 16.981 NA NA
385 12504.303047418594 0.195632 6.11213 0.00172225 17.2225 NA NA
386 12540.218586683273 0.151838 7.99206 0.00170011 17.0011 NA NA
